  97003.00   192496.00  4.00
  97003.00   192546.00  4.76
  97003.00   192596.00  5.78
  97003.00   192646.00  7.16
  97003.00   192696.00  7.40
  97003.00   192746.00  8.13
  97003.00   192796.00  9.02
  97003.00   192846.00  9.94
  97003.00   192896.00  11.05
  97003.00   192946.00  10.00
  97003.00   192996.00  5.96
  97003.00   193046.00  5.32
  97003.00   193096.00  4.52
  97003.00   193146.00  4.23
  97003.00   193196.00  4.69
  97003.00   193246.00  4.48
  97003.00   193296.00  3.63
  97003.00   193346.00  3.70
  97003.00   193396.00  3.58
  97003.00   193446.00  3.47
  97003.00   193496.00  3.82
  97003.00   193546.00  3.45
  97003.00   193596.00  2.86
  97003.00   193646.00  2.55
  97003.00   193696.00  2.64
  97003.00   193746.00  2.71
  97003.00   193796.00  2.39
  97003.00   193846.00  2.41
  97003.00   193896.00  2.36
  97003.00   193946.00  2.17
  97003.00   193996.00  2.17
  97003.00   194046.00  0.40
  97003.00   194096.00  0.22
  97003.00   194146.00  0.20
  97003.00   194196.00  0.19
  97003.00   194246.00  0.20
  97003.00   194296.00  0.20
  97003.00   194346.00  0.19
  97053.00   192296.00  0.99
  97053.00   192346.00  2.95
  97053.00   192396.00  4.08
  97053.00   192446.00  4.90
  97053.00   192496.00  6.53
  97053.00   192546.00  6.83
  97053.00   192596.00  7.39
  97053.00   192646.00  7.77
  97053.00   192696.00  8.53
  97053.00   192746.00  8.64
  97053.00   192796.00  9.48
  97053.00   192846.00  10.78
  97053.00   192896.00  11.86
  97053.00   192946.00  11.37
  97053.00   192996.00  8.75
  97053.00   193046.00  6.61
  97053.00   193096.00  5.32
  97053.00   193146.00  4.99
  97053.00   193196.00  4.52
  97053.00   193246.00  3.83
  97053.00   193296.00  3.29
  97053.00   193346.00  3.27
  97053.00   193396.00  3.31
  97053.00   193446.00  3.29
  97053.00   193496.00  3.44
  97053.00   193546.00  3.26
  97053.00   193596.00  2.95
  97053.00   193646.00  2.89
  97053.00   193696.00  2.90
  97053.00   193746.00  2.88
  97053.00   193796.00  2.46
  97053.00   193846.00  2.38
  97053.00   193896.00  2.33
  97053.00   193946.00  1.26
  97053.00   193996.00  0.43
  97053.00   194046.00  0.23
  97053.00   194096.00  0.22
  97053.00   194146.00  0.20
  97053.00   194196.00  0.21
  97053.00   194246.00  0.20
  97053.00   194296.00  0.21
  97053.00   194346.00  0.20
  97103.00   192096.00  0.53
  97103.00   192146.00  1.59
  97103.00   192196.00  2.64
  97103.00   192246.00  1.24
  97103.00   192296.00  2.59
  97103.00   192346.00  4.19
  97103.00   192396.00  4.40
  97103.00   192446.00  5.29
  97103.00   192496.00  6.47
  97103.00   192546.00  8.28
  97103.00   192596.00  7.77
  97103.00   192646.00  7.93
  97103.00   192696.00  8.30
  97103.00   192746.00  8.62
  97103.00   192796.00  9.86
  97103.00   192846.00  10.83
  97103.00   192896.00  11.53
  97103.00   192946.00  11.53
  97103.00   192996.00  11.31
  97103.00   193046.00  9.27
  97103.00   193096.00  7.03
  97103.00   193146.00  6.11
  97103.00   193196.00  4.62
  97103.00   193246.00  3.30
  97103.00   193296.00  2.66
  97103.00   193346.00  2.51
  97103.00   193396.00  2.49
  97103.00   193446.00  2.63
  97103.00   193496.00  2.91
  97103.00   193546.00  3.38
  97103.00   193596.00  3.39
  97103.00   193646.00  3.01
  97103.00   193696.00  2.77
  97103.00   193746.00  2.67
  97103.00   193796.00  2.54
  97103.00   193846.00  2.88
  97103.00   193896.00  2.78
  97103.00   193946.00  2.61
  97103.00   193996.00  0.23
  97103.00   194046.00  0.22
  97103.00   194096.00  0.21
  97103.00   194146.00  0.21
  97103.00   194196.00  0.20
  97103.00   194246.00  0.22
  97103.00   194296.00  0.21
  97103.00   194346.00  0.19
  97153.00   191896.00  0.20
  97153.00   191946.00  0.45
  97153.00   191996.00  0.58
  97153.00   192046.00  2.93
  97153.00   192096.00  4.37
  97153.00   192146.00  4.35
  97153.00   192196.00  4.11
  97153.00   192246.00  1.90
  97153.00   192296.00  2.07
  97153.00   192346.00  4.04
  97153.00   192396.00  4.35
  97153.00   192446.00  5.50
  97153.00   192496.00  6.38
  97153.00   192546.00  8.17
  97153.00   192596.00  7.68
  97153.00   192646.00  7.75
  97153.00   192696.00  8.69
  97153.00   192746.00  9.57
  97153.00   192796.00  10.46
  97153.00   192846.00  10.93
  97153.00   192896.00  10.84
  97153.00   192946.00  10.41
  97153.00   192996.00  9.86
  97153.00   193046.00  8.39
  97153.00   193096.00  6.50
  97153.00   193146.00  6.36
  97153.00   193196.00  4.18
  97153.00   193246.00  2.87
  97153.00   193296.00  2.25
  97153.00   193346.00  0.98
  97153.00   193396.00  1.76
  97153.00   193446.00  2.53
  97153.00   193496.00  2.59
  97153.00   193546.00  3.46
  97153.00   193596.00  3.19
  97153.00   193646.00  3.13
  97153.00   193696.00  3.05
  97153.00   193746.00  2.72
  97153.00   193796.00  2.86
  97153.00   193846.00  2.89
  97153.00   193896.00  4.40
  97153.00   193946.00  5.41
  97153.00   193996.00  1.45
  97153.00   194046.00  1.08
  97153.00   194096.00  0.59
  97153.00   194146.00  0.20
  97153.00   194196.00  0.21
  97153.00   194246.00  0.20
  97153.00   194296.00  0.20
  97153.00   194346.00  0.20
  97203.00   191696.00  0.12
  97203.00   191746.00  0.15
  97203.00   191796.00  0.40
  97203.00   191846.00  1.08
  97203.00   191896.00  2.59
  97203.00   191946.00  3.80
  97203.00   191996.00  5.02
  97203.00   192046.00  5.54
  97203.00   192096.00  5.34
  97203.00   192146.00  5.22
  97203.00   192196.00  4.34
  97203.00   192246.00  1.91
  97203.00   192296.00  2.19
  97203.00   192346.00  4.08
  97203.00   192396.00  4.42
  97203.00   192446.00  5.32
  97203.00   192496.00  6.14
  97203.00   192546.00  7.73
  97203.00   192596.00  7.28
  97203.00   192646.00  7.50
  97203.00   192696.00  8.49
  97203.00   192746.00  9.95
  97203.00   192796.00  11.66
  97203.00   192846.00  11.84
  97203.00   192896.00  11.11
  97203.00   192946.00  9.04
  97203.00   192996.00  8.28
  97203.00   193046.00  7.39
  97203.00   193096.00  6.51
  97203.00   193146.00  6.35
  97203.00   193196.00  3.20
